tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,st_tmag,st_dist,st_teff,st_logg,st_rad
candidate,2459733.644,18.6548829,5.4431451,1495.444947,11.1802,169.422,5141,4.49143,0.876154
candidate,2459737.587,4.3074513,2.3379196,1094.84195,11.1802,169.422,5141,4.49143,0.876154
candidate,2459740.304,5.9041278,2.7678313,773.9266468,11.1802,169.422,5141,4.49143,0.876154
candidate,2458700.697,37.9251983,3.5345219,1370.788854,11.1802,169.422,5141,4.49143,0.876154
candidate,2460311.845,15.9234883,4.021,493,8.4724,73.8713,5711.85,4.38315,1.08
candidate,2458687.122,4.3601536,2.3408909,5592.290918,11.1153,168.735,5227,4.50479,0.874131
candidate,2460342.349,13.0791581,2.97,1143,10.2108,139.49,5453,4.41707,1
candidate,2460206.744,4.6517186,2.709,978,10.1985,111.059,5154,4.47072,0.85
candidate,2460202.05,9.1549418,2.457,1101,10.1985,111.059,5154,4.47072,0.85
candidate,2460181.147,19.9815709,2.724,909,10.1985,111.059,5154,4.47072,0.85
candidate,2460188.729,4.0887217,4.6235211,738.7670156,10.1985,111.059,5154,4.47072,0.852266
non-candidate,2458683.643,1.4415044,0.9274524,547.3172736,6.895,66.3631,6603,4.438,1.58365
candidate,2459759.179,5.9630544,2.951,11000,10.6479,185.952,5273,4.438,0.94
candidate,2459662.043,1.1219715,0.8226121,3997.644592,12.0623,123.8346,5780,4.67672,0.624
non-candidate,2460658.634,4.6756655,1.914,738,9.89947,185.23,5779,4.88162,1.45
candidate,2459716.011,1.0180114,1.1353639,2618.949217,10.794,199.039,5451,4.33923,1.0933
candidate,2460646.545,10.288886,1.391,854,9.1416,65.9501,5126,4.49772,0.87
non-candidate,2458683.947,1.0332441,3.8017836,26111.5082,13.5608,365.008,2972,5.15741,0.156193
candidate,2459820.977,5.4526479,3.401,7750,9.87463,249.325,6509,4.17233,1.57
candidate,2460333.649,10.2613397,4.855,726,9.13619,154.944,6124,4.15391,1.49
candidate,2459764.874,3.4779776,2.5103489,27021.69324,11.1534,118.106,4699,4.54638,0.765001
candidate,2458326.731,3.0354017,2.8809533,16196.21582,12.7923,573.027,5751,4.35036,1.07224
candidate,2459634.761,3.1274634,1.9812695,1331.83693,10.8116,73.5977,4225,4.5756,0.693431
candidate,2458686.12,7.4931613,1.9339295,1650.64705,10.8116,73.5977,4225,4.5756,0.693431
candidate,2458879.323,49.825166,3.8714976,2059.406904,10.8116,73.5977,4225,4.5756,0.693431
candidate,2459628.771,18.0574016,3.592177,1198.057213,10.6965,199.964,5897,4.45922,1.01
candidate,2460322.358,20.8774413,3.562,771,9.5966,93.2276,5396,4.50457,0.9
candidate,2460557.928,1.0214555,1.252,319,8.5325,46.5539,5098,4.54682,0.82
candidate,2459765.819,2.7441672,1.418,5650,10.634,141.755,5040,4.38482,0.97
candidate,2460558.801,2.2047452,3.996,6872,10.0274,341.079,6532.23,3.96818,1.99
candidate,2459649.751,10.8948421,2.0719394,3168.385358,11.0402,36.0118,3618,4.79432,0.435666
candidate,2459630.046,18.8016111,1.9093524,1686.788103,11.0402,36.0118,3618,4.79432,0.435666
candidate,2459425.413,6.7900981,6.0786576,2158.173357,11.636,365.008,6378,4.438,2.00068
candidate,2460359.607,8.157721,3.788,10273,10.1495,109.557,5091.2,4.47,0.9
candidate,2458686.609,4.2529641,2.5733867,758.584999,10.9897,172.138,5591,4.38111,0.848906
candidate,2459739.097,9.2378703,2.535,660,10.9897,172.138,5591,4.38111,0.85
candidate,2458325.651,3.7955178,2.0198135,52278.9941,14.1266,140.225,3424,4.438,0.445372
non-candidate,2459695.446,14.3034613,3.135,48840,11.463,171.138,5056.6,4.53,0.83
candidate,2459657.449,6.1349783,5.661,3860,7.4556,92.2589,5828.7,3.84,2.05
candidate,2459661.401,3.3159772,1.494,2770,11.0244,137.572,4972.7,4.54,0.81
candidate,2459684.92,4.6313014,1.435,4860,10.418,177.118,5736,4.39,1.07
candidate,2459736.341,19.3203478,4.215,13910,11.8994,178.141,4968.1,4.5,0.8
non-candidate,2458714.597,11.3246821,5.9704136,1937.582972,10.5954,138.591,5518,4.59176,0.824734
non-candidate,2459770.682,6.261169,2.0369188,4005.022808,12.5405,24.5209,3145,5.04431,0.211257
non-candidate,2458729.542,4.0887217,4.6,1405.967507,9.76775,100.772,5544,4.5609,0.857648
candidate,2460319.121,14.8559691,3.711,1127,9.76775,100.772,5544,4.5609,0.86
candidate,2459826.54,14.4751062,1.6182484,9618.579853,11.7819,75.5759,3841,4.69364,0.55035
candidate,2459659.674,9.6141636,3.4271882,933.6532689,9.99454,107.055,5477,4.5707,0.840608
candidate,2460175.867,4.9404714,1.954,455,7.9849,68.4727,6086,4.26269,1.13
candidate,2458691.303,9.6926392,3.0182304,1838.237055,10.6355,92.4381,4665,4.56182,0.746003
candidate,2460351.314,6.390888,3.766,435,9.6635,178.259,6191,4.27017,1.32
candidate,2459445.893,0.9689927,2.5496309,13532.97102,11.4373,444.586,6430,4.25113,1.41398
candidate,2460539.055,10.338505,4.242,18162,9.7525,92.3831,5336.96,4.55466,0.84
non-candidate,2458711.816,1.283251,2.012261,1961.318203,12.5313,110.246,3855,4.68499,0.560391
non-candidate,2458712.366,1.2284388,1.9190118,1229.496513,10.9313,41.9934,3526,4.71105,0.53023
candidate,2460559.149,0.6166953,0.712,1089,10.1653,278.771,6588,4.1855,1.57
candidate,2459828.257,9.6001126,4.9882857,380.4193796,8.593,92.7225,5891,4.30161,1.2103699
candidate,2460445.65,2.6998294,2.208,2798,9.93119,114.865,6180,4.57956,0.92
non-candidate,2458711.411,0.581322,1.3261177,3206.601002,12.9984,89.21544,3446,4.83941,0.38621
candidate,2460205.647,0.980972,0.5405036,6178.392421,9.9005,61.7856,4486,4.49914,0.764401
candidate,2460551.374,5.3987355,3.127,352,9.50898,144.166,5875.23,4.26474,1.26
candidate,2459734.427,7.16199,7.668,800,10.8722,428.123,6229,4,1.81
non-candidate,2460351.142,1.4412175,1.666,12927,9.84566,190.403,5672.9,4.13,1.46
candidate,2459689.485,1.6849938,0.916,990,10.8605,239.983,5923,4.38,1.11
candidate,2459663.162,3.9152737,2.562,3350,10.9458,332.648,5714,4.05,1.58
candidate,2459913.379,3.1968838,3.7533697,7958.980656,10.7973,388.227,6470,4.15,1.59715
candidate,2459766.963,3.9443668,4.8652146,6732.488454,10.8041,323.265,5494,3.93,1.75475
non-candidate,2458686.939,3.93034,3.667,9724.58,10.9873,283.32,6292,4.33,1.37
candidate,2459764.42,4.5371361,4.042155,4199.755875,10.9585,319.036,5731,4.1,1.48668
non-candidate,2459599.131,5.929405,3.719,16410,10.451,365.008,5800.55,4.33,1.23434
candidate,2458336.558,14.3392144,4.6064739,392.6346872,7.4371,57.5846,6295.7,4.438,1.1374201
candidate,2460419.967,2.8716983,4.668,8568,9.823,321.376,6840,4.05,1.91
candidate,2459710.294,6.0964074,2.3632965,1142.489175,10.5216,90.8693,4820.4,4.6,0.731699
candidate,2458999.462,4.0887217,8.0555709,2143.371227,10.5216,90.8693,4820.4,4.6,0.731699
candidate,2459738.403,5.6666168,3.604,9780,10.6724,339.455,6530,4.23,1.47
non-candidate,2458684.136,1.56029,2.751,1690,9.87278,387.708,6897,3.89,2.29
non-candidate,2460552.791,8.8735214,4.059,1949,9.76577,156.338,5992,4.34,1.18
non-candidate,2460650.648,7.8513774,6.699,21571,10.3018,875.061,5800.55,4.33,1.23434
non-candidate,2459852.045,7.6869063,4.652,4500,10.0194,364.477,5147.3,4.33,3.07
candidate,2459764.135,2.534612,1.978,5185.281516,10.7967,365.008,5009.6,4.33,1.23434
non-candidate,2459446.29,1.3797091,2.352,1320,10.6168,543.011,5924,3.68,2.67
non-candidate,2458684.763,1.49861,2.871,2188.61,10.6229,686.879,8590,4.12,1.23434
candidate,2460173.339,6.2407826,1.513,6114,9.8567,365.008,4174,4.34197,0.9
non-candidate,2458685.471,2.6796,2.771,7590,10.5742,247.975,5938,4.23,1.32
candidate,2459392.644,6.1406417,2.3525428,9437.183155,10.5819,556.813,8298,4.19,1.87493
non-candidate,2460549.083,11.0765063,4.692,4400,10.1098,316.176,6460,4,1.86
non-candidate,2460557.801,0.6193401,1.514,1853,9.6996,303.313,7812.5,4.33,1.79
non-candidate,2460365.822,2.6400663,3.368,1328,9.90482,285.36,5155,4.33,2.72
non-candidate,2459820.409,2.5778717,3.472,1010,9.14819,453.744,8321,3.75,3.16
non-candidate,2458684.061,3.80509,3.347,1280,10.3332,434.962,6555.5,3.83,2.35
non-candidate,2458711.858,2.99041,3.952,1290,10.2918,697.116,8542,3.66,3.56
candidate,2460557.057,4.9865029,2.441,1341,10.151,343.728,5800.55,4.33,1.23434
non-candidate,2459823.854,0.890967,1.784,1100,9.3213,73.6326,5159.2,4.5,0.87
candidate,2458326.905,2.1096805,2.1344043,1309.729713,10.8061,163.678,5673,4.55383,0.940806
candidate,2460556.465,3.9729429,3.653,4558,10.334,340.289,5800.55,4.33,1.23434
non-candidate,2458712.26,1.19888,1.558,1169.03,10.0849,1139.32,7315,4.33,5.46
candidate,2458711.45,3.37644,1.437,5791.2,10.0819,713.725,8639.7,3.96,1.23434
non-candidate,2458713.201,2.03905,2.26,430,8.26618,301.421,9003,3.94,2.68
non-candidate,2460389.23,2.9424142,4.073,1400,10.1894,339.736,6854,4.1,1.79
non-candidate,2460393.553,1.0793011,2.196,1562,9.9809,52.4946,4349.3,4.62,0.67
non-candidate,2459823.091,8.0428575,9.504,18730,8.6746,285.587,8286,4.33,1.23434
candidate,2460553.891,3.9392211,2.379,1468,8.38189,457.792,8715,3.55,4.12
non-candidate,2459819.79,4.0157492,2.706,1150,10.3599,397.905,6585,3.94,2.07
non-candidate,2458712.723,2.01976,3.394,3963.85,10.2835,398.627,7274.6,4.18,1.72
candidate,2458327.28,8.1995368,2.1168277,903.3694431,9.9762,48.6326,4028,4.55902,0.650533
non-candidate,2459852.149,1.748054,2.122,670,9.521,365.008,5800.55,4.33,1.23434
non-candidate,2458712.518,2.65646,2.475,773.369,9.08409,402.661,6135.4,3.4,3.98
non-candidate,2458712.514,2.65688,2.615,1959.88,10.8823,645.841,5800.55,4.33,1.23434
candidate,2459847.968,4.7201912,4.416,6710,9.03527,200.492,6696,4.08,1.8
non-candidate,2458686.467,4.03349,2.684,1530,9.5526,1276.26,11348,4.33,6.37
non-candidate,2459817.659,3.3295394,2.77,2620,10.4806,624.639,7965,3.98,2.35
non-candidate,2459442.068,3.8615978,1.678,1020,10.2115,524.29,7396,3.89,2.45
candidate,2460087.94,3.3448312,3.322,13626,9.8787,427.678,9364,4.32,1.76
candidate,2459238.219,95.174,11.6316864,2600.061605,11.4881,399.017,5723.2,3.6,1.51811
candidate,2460651.267,8.8803281,2.71,1238,8.2929,53.6089,5555.7,4.49,0.92
candidate,2460612.351,28.580474,4.5139977,1081.396943,8.2929,53.6089,5555.7,4.49,0.920435
candidate,2460661.128,38.3511223,5.9120193,1029.091726,8.2929,53.6089,5555.7,4.49,0.920435
candidate,2458326.034,1.4015183,1.1583061,593.7540922,9.22978,25.1496,3794,4.67812,0.597007
non-candidate,2458683.69,8.5874668,5.1458902,1904.813148,10.8037,208.687,5929,4.48275,0.987583
non-candidate,2459820.573,6.4474918,2.643,9270,9.53591,236.568,6477.6,4.13,1.69
non-candidate,2460352.578,1.4136455,1.448,2427,10.4243,365.008,5869,4.33,1.23434
non-candidate,2460552.941,3.4040139,4.837,935,10.0062,400.034,9622,4.39,1.65
non-candidate,2460637.868,13.7432169,2.73,5046,8.88797,121.182,5941.5,4.23,1.4
candidate,2458715.459,8.47134,6.989,540,10.8049,788.93,5146,4.33,4.88
candidate,2459766.225,5.5025577,3.1711008,844.7022676,10.7261,115.45,4965,4.56,0.784109
candidate,2459741.887,1.7622537,0.8779711,733.5550822,10.7261,115.45,4965,4.56,0.784109
candidate,2459664.027,0.8474218,0.8758764,424.3932848,10.7157,147.476,5300,4.56,0.846387
candidate,2459656.583,4.8420438,2.4105648,318.6638392,10.7157,147.476,5300,4.56,0.846387
non-candidate,2458684.502,2.14056,2.029,355.8315803,10.6666,101.713,4567,4.39,0.84
candidate,2458693.574,12.71672,2.529,388.126,9.34822,130.242,5711.1,4.24,1.27
candidate,2460174.637,4.1269046,4.405,10831,9.2205,196.852,6888,4.23416,1.59
candidate,2459851.288,5.5402372,7.713,2710,10.3589,598.635,6415,3.49,3.39
candidate,2460654.566,5.9294089,2.928,14536,10.3267,125.308,5800.55,4.33,1.23434
candidate,2460604.777,5.2958813,2.882,5100,10.4209,315.0431,5958.7,4.33,1.93
non-candidate,2460551.554,4.4350025,2.252,2085,10.1503,464.209,9706,4.29,1.87
non-candidate,2460556.602,1.4287976,2.93,1768,8.78822,245.776,9224,4.37,1.65
candidate,2459853.582,2.1702725,2.1417853,5156.773536,8.65269,248.148,9218,4.27,1.8527499
candidate,2459849.242,24.2544697,17.486,8802,8.9468,4772.59,8381.3,4.33,1.23434
non-candidate,2460393.797,0.33759,1.351,529,10.2193,254.401,7387,4.39,1.37
non-candidate,2458739.599,1.67346,2.54,390,8.63701,356.681,10445,4.09,2.45
non-candidate,2459821.804,2.5152549,2.386,1870,10.2732,335.203,5915,3.82,2.11
candidate,2459036.324,0.4628844,0.5588219,4489.911922,11.9238,14.8846,3043,5.09707,0.188624
non-candidate,2458739.28,0.70902,2.49,570,10.0146,533.615,8999,4.05,2.36
candidate,2460608.709,2.237462,2.991,4281,10.2202,339.994,7050,4.19,1.66
candidate,2460422.959,1.9173816,1.466,664,9.7736,975.533,8129,4.33,7.39
non-candidate,2460649.217,9.6926509,2.819,1393,10.3843,615.12,6012,3.39,3.51
candidate,2460530.035,1.7753644,2.034,878,9.2118,595.288,9598,3.81,3.23
non-candidate,2460421.899,1.8286961,3.37,7283,10.4849,244.318,6046.3,4.43,1.23
non-candidate,2459830.773,14.8626982,3.3250502,8264.219392,8.48216,118.59,5705,3.97,1.73364
non-candidate,2459850.248,2.0881134,2.307,730,9.24102,195.858,6255.8,4.11,1.7
non-candidate,2458711.814,1.25562,2.304,290,9.1384,158.181,5717,3.97,1.72
non-candidate,2459867.207,7.6047417,5.23,1200,10.4216,516.299,9139,4.29,1.8
non-candidate,2459199.44,4.8173797,1.323,1800,10.702,88.8838,4651,4.56937,0.69
non-candidate,2459877.368,5.2651271,2.463,3450,9.25068,275.493,8728,4.32,1.7
candidate,2459848.525,5.0095595,3.353,8700,9.948,302.295,6527,4.11,1.75
non-candidate,2459850.544,6.1600888,1.67,1120,10.3126,244.043,5772,4.07,1.55
candidate,2460605.039,3.8529998,3.225,8913,9.995771,275.358,6893.4,4.22,1.57
non-candidate,2458712.069,1.06884,2.512,470,9.8261,1013.56,9222,3.42,4.94
non-candidate,2459850.131,5.4561177,3.1,1360,10.4568,365.168,7465,4.31,1.51
non-candidate,2460582.487,1.7380504,1.496,956,10.2566,240.012,6026,4.16,1.45
non-candidate,2458712.053,1.99143,4.136,16745.8,10.1441,4984.88,9458.2,4.33,1.23434
non-candidate,2460561.395,5.7785318,2.348,4990,9.624,547.399,8224,3.81,2.92
candidate,2459871.439,1132.024469,4.119,18121.2,10.3842,366.242,5984,3.98,2.07
candidate,2460175.142,6.1982658,1.912,3896,9.5739,128.488,5722,4.35582,1.11
non-candidate,2458712.05,1.41072,2.623,500,9.32845,305.674,5197,4.33,3.84
candidate,2460552.174,6.5601782,4.058,2474,10.379,737.108,9976,4.01,2.62
non-candidate,2458738.896,0.44482,1.058,1610,9.62426,285.666,7184,4.1,1.88
non-candidate,2459880.029,1.532703,2.698,1250,9.5621,178.003,6023.1,4.24,1.39
non-candidate,2459880.757,0.7131492,2.428,450,10.0009,235.218,5128.9,3.88,1.93
non-candidate,2458739.967,4.52318,5.099,25109.1,8.437,324.346,5800.55,4.33,1.23434
candidate,2460561.018,25.8386422,5.209,1806,10.0618,146.858,5769,4.43,1.03
non-candidate,2458739.522,0.78381,1.443,426.099,8.95861,239.688,7842,4.22,1.72
candidate,2460606.437,4.4652986,2.502,14440,9.76031,158.979,6051.2,4.35,1.18
candidate,2459851.064,3.062624,1.767,580,9.957501,365.008,5086.8,4.33,1.23434
candidate,2458334.892,11.0708575,2.1937617,1149.732803,9.3636,42.4061,4356,4.53491,0.700727
non-candidate,2460605.16,2.6380089,3.55,1683,10.3093,523.373,7495,3.88,2.5
non-candidate,2460610.162,2.7260173,2.703,1165,10.4602,115.746,5256,4.59,0.79
non-candidate,2458712.767,2.86876,2.422,1030,10.399,594.193,8342,3.9,2.65
non-candidate,2460405.443,0.5590256,0.688,660,10.1993,248.79,5800.55,4.33,1.35
non-candidate,2460403.663,2.958148,3.769,980,9.44275,195.022,6294,4.13,1.58
non-candidate,2458712.358,0.98736,1.464,370,10.1277,279.953,6301.3,4.07,1.69
non-candidate,2458741.729,3.99307,4.783,3892.81,10.3217,102.931,4731.1,4.35,0.93
non-candidate,2458965.051,8.6795072,3.628,10160,10.1799,194.993,6057,4.43,1.14
candidate,2460420.938,6.5560604,2.703,861,8.6291,648.398,8918,3.51,4.58
non-candidate,2459881.306,1.3812787,2.4,1573,10.2107,252.396,6483,4.28,1.38
candidate,2458327.4,2.2813432,1.1601933,1126.661949,9.7828,337.105,6174,4.27404,2.35511
non-candidate,2458689.026,5.48923,3.29,910,10.938,370.791,6004,4.06,1.62
non-candidate,2459658.949,7.3845072,4.531,25160,10.9828,383.166,6149.2,4.33,1.43
non-candidate,2458684.097,0.43889,0.947,650,10.5896,576.745,7111,3.91,2.32
non-candidate,2459825.345,2.3359622,6.0165684,3066.249275,10.7387,482.603,7577,4.05,2.0780001
candidate,2459908.513,6.8674054,3.488,779,10.9425,247.074,6051.5,4.48,1.03
candidate,2459908.523,14.431887,3.265,1687,10.9425,247.074,6051.5,4.48,1.03
non-candidate,2458739.88,12.64001,6.893,9458.38,8.4239,365.008,5195.1,4.33,1.23434
candidate,2459218.231,10.5739824,4.04,5460,11.4266,414.23,6519,4.36,1.27
candidate,2459085.391,9.9783319,4.2281711,179.2248456,7.7275,80.8994,6073.5,4.1,1.47131
candidate,2460661.182,4.4247042,1.318,2447,8.82374,139.484,6594,4.23,1.49
candidate,2460479.047,2.2222094,2.461,87,8.82374,139.484,6594,4.23,1.49
candidate,2459844.125,4.7182888,4.046,3000,8.3764,83.2324,6112,4.33,2.74
candidate,2460178.671,1.0082361,1.41,228,7.384,48.0883,5795.29,4.438,1.13
candidate,2459850.737,1.2168732,0.86,1240,10.1917,72.7512,4634.6,4.51,0.78
candidate,2460447.085,1.4520486,1.339,393,9.1043,32.4778,4184,4.57376,0.69
candidate,2459714.076,4.731977,0.361,3470,11.0997,81.0643,4223.45,4.61744,0.66
candidate,2459829.699,6.1182129,0.6671441,1805.189577,10.1188,115.417,5427,4.51461,0.890109
candidate,2459853.584,3.0197807,3.5896763,12016.74839,11.029,460.951,7128,4.23768,1.58815
candidate,2458745.71,14.4204896,5.1737619,1061.49915,8.39816,112.152,6383,4.24518,1.41048
candidate,2460423.263,1.0697621,1.356,376,9.0739,55.0135,4946,4.53834,0.8
candidate,2459827.002,3.0726434,2.2602485,10471.49497,8.51017,151.528,7164,4.25661,1.55831
non-candidate,2458684.278,0.6763235,4.916459,30.1617977,6.76754,161.067,8475,3.82228,2.9486499
candidate,2459661.568,2.8997405,1.849,13760,10.7164,134.554,5224,4.55801,0.82
candidate,2458325.486,0.8533534,1.2018737,25080.32907,14.7109,320.237,3658,4.438,0.608076
candidate,2459830.458,6.9561134,3.3628003,15989.2311,11.2287,201.918,5387,4.46259,0.940037
candidate,2459854.51,2.8879675,3.6626399,23489.33141,10.5998,74.2281,5780,4.438,1.23434
candidate,2459864.064,13.001789,4.4847322,1339.583766,10.1308,155.141,5914,4.46,1.00826
non-candidate,2458740.962,2.7556532,3.3967282,2854.458929,10.9243,112.383,4993,4.66918,0.696945
candidate,2459827.504,4.8962484,2.362418,1186.028993,10.5152,86.8203,4528.99,4.48318,0.799965
candidate,2460448.863,1.0318213,1.599,5577,9.25755,153.904,5810.6,4.13,1.49
non-candidate,2458739.001,0.78999,1.153,5750,9.76952,129.284,5558,4.43,1.1
non-candidate,2458747.01,12.80758,3.596,27112.7,10.0526,72.6157,5094.4,4.33,0.63
non-candidate,2458691.561,11.35626,6.047,2190,10.8475,504.976,6314,3.87,2.14
non-candidate,2458711.558,0.6412558,1.1161082,1029.534833,11.6459,435.255,5854.65,4.1262,1.47292
candidate,2460155.871,2.3109689,3.4303821,6829.42365,9.77486,298.109,6371,3.94807,1.95411
candidate,2460549.311,7.4341456,2.424,701,8.3879,41.1706,5064,4.57887,0.78
candidate,2460554.586,2.650232,2.03,6449,7.79824,148.925,7400,4.11,1.94
candidate,2459851.691,6.1095756,2.441,510,9.4653,95.1757,5587,4.51,0.91
candidate,2458695.011,12.4379715,1.7137815,123693.2602,12.4647,67.9631,3275,4.75761,0.476997
candidate,2458703.408,29.871853,4.6960535,712.5668187,8.0621,37.7873,5393.86,4.67802,0.735511
candidate,2458683.432,0.6858178,1.3936363,148.2277582,9.9802,92.8659,5142,4.54622,0.82354
candidate,2459690.566,0.8675883,1.3814953,321.4840933,11.0906,131.601,5011.22,4.6136,0.74524
candidate,2460660.183,18.840891,5.765,331,8.69378,103.297,6093,4.32207,1.22
candidate,2460641.84,5.1396666,0.8991981,769.5996824,10.3237,110.513,5374,5.96065,0.815924
candidate,2460632.102,9.4280902,1.377,799,10.3237,110.513,5374,5.96065,0.82
candidate,2460638.546,27.6438617,5.321,560,9.98671,230.306,5873,4.043,1.62
candidate,2460011.551,6.267832,2.789,321,5.1054,18.2702,5950,4.438,1.15
candidate,2459956.401,15.5174519,5.322,434,9.80972,237.152,5780,4.438,1.34
candidate,2459656.057,4.6274206,4.6582573,152.4142924,9.80972,237.152,5780,4.438,1.34
candidate,2460418.662,22.092974,5.813,435,9.48477,141.133,5885,4.27782,1.24
candidate,2459768.708,0.4090681,0.6165726,1281.229467,12.4934,41.1659,3328,4.91612,0.308799
candidate,2460623.585,23.5407467,4.025,956,9.9377,85.8034,5236,4.63898,0.75
candidate,2458711.369,0.4702719,1.3258819,209.49313,10.1522,125.463,5466,4.48625,0.92499
candidate,2459767.018,9.8130697,3.91,630,10.6074,215.246,6240,4.46607,1.06
candidate,2459740.829,4.7842093,2.947,390,10.6074,215.246,6240,4.46607,1.06
candidate,2458689.364,6.3170657,2.4466954,688.3375977,10.7502,133.863,5180,4.54308,0.83031
candidate,2458685.433,4.5057387,1.885675,428.7456455,10.7502,133.863,5180,4.54308,0.83031
non-candidate,2458684.363,1.2273079,4.8114753,66.4147779,8.1033,309.2709,6906,4.438,4.12041
candidate,2459857.186,8.0970819,3.127852,4723.072438,13.1717,73.3345,3391,4.84373,0.381586
non-candidate,2458713.009,4.0887217,3.417725,2167.320737,10.745,56.3228,5780,4.64751,0.604385
candidate,2458683.581,2.3691849,1.6840374,699.3113402,10.745,56.3228,5780,4.64751,0.604385
candidate,2459060.642,5.13002,4.78,3376,11.6789,438.421,5430.7,4.4,1.58
candidate,2459662.336,2.0439268,1.008937,465.1929875,10.0306,22.4467,3407,4.7606,0.473603
candidate,2460348.108,16.5379864,2.796,608,8.9989,91.9362,5781,4.43068,1.03
candidate,2459731.359,11.0619937,1.7587777,3249.116433,12.295,30.5212,3248,4.95407,0.275364
candidate,2460660.409,6.5886877,1.678,852,10.1426,78.7415,4920,4.64,0.71
candidate,2460583.435,4.3135263,1.874,274,10.1426,78.7415,4920,4.64,0.71
candidate,2459422.313,2.6794168,2.988801,13578.34479,11.1612,289.372,6075,4.38,1.14394
candidate,2460656.396,3.6231364,2.385,17749,10.1543,245.692,6458.8,4.32,1.35
candidate,2460544.753,18.712253,6.475,6066,8.0417,80.6665,6125,4.29,1.27
candidate,2460602.886,6.3768174,2.752,2760,7.1145,41.2482,6393,4.33,1.23434
candidate,2460610.064,2.7759678,3.074,13613,10.374,226.637,6140,4.32,1.24
non-candidate,2458765.546,9.155934,3.1412022,908.2412562,10.1583,101.358,5219,4.55718,0.82204
